id,created_at,locale,duration_seconds,top_result,score_C,score_D,score_I,score_S,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12
227,2026-05-18T05:59:01.314+00:00,en,49,C,89,22,56,78,1,0,1,2,1,2,2,2,3,3,2,3
228,2026-05-18T05:59:02.501+00:00,en,49,C,89,22,56,78,1,0,1,2,1,2,2,2,3,3,2,3
229,2026-05-18T08:43:17.45779+00:00,,43,S,100,11,22,100,1,0,0,1,0,1,3,3,3,3,3,3
230,2026-05-18T09:12:21.988707+00:00,,58,D,44,100,100,67,3,3,3,3,3,3,2,2,2,1,1,2
231,2026-05-18T10:34:19.745+00:00,,,S,100,56,67,100,2,1,2,1,2,3,3,3,3,3,3,3
232,2026-05-18T11:14:31.355+00:00,,,D,67,67,67,33,3,1,2,2,2,2,1,2,0,2,2,2
233,2026-05-18T11:26:33.389306+00:00,en,482,I,67,33,78,56,1,0,2,3,3,1,2,2,1,2,1,3
234,2026-05-18T12:06:26.334091+00:00,,65,D,67,67,56,67,2,1,3,1,2,2,1,3,2,2,2,2
235,2026-05-18T12:46:37.928557+00:00,en,192,I,67,33,67,33,1,1,1,2,2,2,0,1,2,3,1,2
236,2026-05-18T13:38:33.510939+00:00,,41,C,100,89,22,89,3,2,3,1,0,1,2,3,3,3,3,3
237,2026-05-18T13:44:29.027274+00:00,en,53,S,89,33,11,89,2,1,0,1,0,0,2,3,3,2,3,3
238,2026-05-18T14:09:17.000479+00:00,,52,S,89,56,78,100,2,1,2,2,2,3,3,3,3,2,3,3
239,2026-05-18T14:09:28.023536+00:00,,62,S,78,44,22,78,2,0,2,1,0,1,3,3,1,2,2,3
240,2026-05-18T14:09:30.156788+00:00,,56,C,89,67,67,78,2,1,3,2,2,2,2,3,2,3,2,3
241,2026-05-18T14:09:51.057658+00:00,,84,D,33,78,78,67,2,3,2,2,2,3,2,1,3,1,0,2
242,2026-05-18T14:10:13.991462+00:00,,101,C,89,44,33,56,2,1,1,1,1,1,2,2,1,3,3,2
243,2026-05-18T14:10:50.174146+00:00,en,101,S,67,67,33,89,2,2,2,1,1,1,2,3,3,2,2,2
244,2026-05-18T14:15:06.923899+00:00,,53,S,78,56,44,100,2,1,2,3,0,1,3,3,3,3,2,2
245,2026-05-18T14:29:24.838636+00:00,,49,S,67,67,56,100,3,1,2,1,2,2,3,3,3,2,1,3
246,2026-05-18T14:50:36.932397+00:00,,60,D,67,78,67,44,3,1,3,2,1,3,2,1,1,2,2,2
247,2026-05-18T14:51:27.32233+00:00,,86,S,78,44,33,78,1,1,2,1,1,1,3,2,2,2,2,3
248,2026-05-18T15:25:54.921255+00:00,en,41,C,100,89,67,89,2,3,3,3,0,3,2,3,3,3,3,3
249,2026-05-18T15:32:15.966988+00:00,,70,S,78,56,11,89,2,1,2,0,1,0,3,2,3,3,2,2
250,2026-05-18T15:46:18.709396+00:00,,65,C,100,67,67,67,1,2,3,2,1,3,2,3,1,3,3,3
251,2026-05-18T16:14:34.28+00:00,,,I,44,89,100,56,2,3,3,3,3,3,1,2,2,1,1,2
252,2026-05-18T16:24:34.668872+00:00,,106,I,78,78,89,78,3,2,2,3,2,3,2,2,3,3,1,3
253,2026-05-18T17:00:28.921+00:00,,,C,100,67,89,67,3,1,2,3,2,3,1,3,2,3,3,3
254,2026-05-18T17:56:44.051+00:00,,,D,67,89,67,89,3,2,3,3,1,2,2,3,3,3,1,2
255,2026-05-18T18:07:21.014746+00:00,,113,S,67,33,33,67,1,1,1,1,0,2,1,2,3,2,2,2
256,2026-05-18T18:56:00.223974+00:00,,53,D,56,89,89,56,3,3,2,3,2,3,1,2,2,3,1,1
257,2026-05-18T18:56:23.151894+00:00,,46,C,100,67,33,78,2,1,3,1,0,2,3,3,1,3,3,3
258,2026-05-18T19:00:50.087858+00:00,,52,C,89,56,56,44,1,1,3,1,2,2,3,1,0,3,3,2
259,2026-05-18T19:35:47.198441+00:00,,60,S,67,33,44,67,1,0,2,2,1,1,2,2,2,2,2,2
260,2026-05-18T20:02:53.658997+00:00,,243,D,67,89,44,33,2,3,3,1,1,2,1,1,1,2,2,2
261,2026-05-18T20:20:10.141727+00:00,,58,I,56,44,78,33,2,0,2,3,1,3,0,2,1,3,1,1
262,2026-05-18T20:43:02.680361+00:00,,106,S,44,22,11,67,1,0,1,1,0,0,2,3,1,2,0,2
263,2026-05-18T21:08:21.828526+00:00,,48,S,67,56,56,67,2,1,2,2,2,1,1,3,2,2,2,2
264,2026-05-18T21:16:59.301639+00:00,,52,C,100,89,78,44,3,2,3,2,2,3,1,1,2,3,3,3
265,2026-05-18T21:25:08.997651+00:00,,52,I,44,67,89,56,2,1,3,2,3,3,2,2,1,1,1,2
266,2026-05-18T21:50:52.099811+00:00,,77,C,78,67,11,67,3,2,1,1,0,0,0,3,3,3,2,2
267,2026-05-18T22:10:40.26812+00:00,,87,S,67,44,33,100,1,0,3,1,0,2,3,3,3,2,2,2
268,2026-05-18T22:43:45.294+00:00,,,D,56,67,67,56,3,1,2,2,2,2,1,2,2,2,1,2
269,2026-05-18T23:26:32.440815+00:00,,38,S,67,44,33,100,2,1,1,1,1,1,3,3,3,2,2,2
270,2026-05-18T23:44:00.676924+00:00,,36,C,78,44,33,67,2,2,0,2,0,1,1,2,3,3,2,2
271,2026-05-18T23:45:46.383014+00:00,,41,C,78,44,56,67,2,1,1,1,2,2,3,2,1,2,3,2
272,2026-05-19T00:37:11.493+00:00,,,C,89,78,44,78,3,2,2,2,1,1,1,3,3,3,2,3
273,2026-05-19T00:52:57.60591+00:00,,96,S,89,44,22,89,2,0,2,0,0,2,3,2,3,2,3,3
274,2026-05-19T00:54:50.070685+00:00,,156,C,67,44,56,33,2,1,1,1,2,2,1,1,1,2,2,2
275,2026-05-19T01:56:09.279555+00:00,,53,D,44,56,56,56,2,2,1,3,1,1,1,2,2,2,1,1
276,2026-05-19T02:02:53.489306+00:00,,33,C,100,78,67,89,2,2,3,2,2,2,3,3,2,3,3,3
277,2026-05-19T03:58:22.739238+00:00,,44,C,100,22,22,67,1,0,1,1,1,0,2,2,2,3,3,3
278,2026-05-19T04:03:52.40795+00:00,,59,D,56,56,33,56,2,2,1,1,1,1,2,1,2,2,2,1
279,2026-05-19T04:39:44.813673+00:00,,43,D,78,78,22,67,2,2,3,1,0,1,2,2,2,2,2,3
280,2026-05-19T04:43:03.849397+00:00,,38,S,56,33,33,56,1,0,2,1,0,2,1,2,2,2,1,2
281,2026-05-19T04:46:45.665236+00:00,en,59,S,44,22,11,67,1,0,1,0,0,1,2,2,2,1,1,2
282,2026-05-19T05:21:14.053757+00:00,,10,D,33,56,44,44,2,1,2,1,2,1,1,2,1,2,1,0
283,2026-05-19T05:31:04.895449+00:00,,81,D,78,78,67,78,2,2,3,1,2,3,3,1,3,3,2,2
284,2026-05-19T05:39:41.901705+00:00,,49,C,89,56,33,67,2,1,2,2,0,1,2,3,1,2,3,3
285,2026-05-19T05:55:35.909808+00:00,,64,S,33,22,44,78,1,0,1,0,1,3,1,3,3,1,1,1
286,2026-05-19T06:19:24.24+00:00,,,D,67,67,33,67,2,1,3,0,2,1,1,3,2,2,1,3
287,2026-05-19T07:46:33.792+00:00,,,D,22,78,78,33,2,3,2,3,2,2,0,1,2,0,1,1
288,2026-05-19T08:01:09.87497+00:00,,104,D,67,78,78,67,3,1,3,2,2,3,0,3,3,2,1,3
289,2026-05-19T08:42:29.166431+00:00,,50,I,56,56,67,56,1,2,2,2,2,2,2,1,2,1,2,2
290,2026-05-19T08:53:28.097236+00:00,,68,I,44,67,89,78,1,3,2,3,2,3,2,2,3,2,1,1
291,2026-05-19T09:09:41.832094+00:00,en,47,C,100,67,89,89,2,1,3,3,2,3,3,3,2,3,3,3
292,2026-05-19T09:21:32.269454+00:00,,551,I,78,67,89,56,2,2,2,3,2,3,2,1,2,2,3,2
293,2026-05-19T09:28:47.041515+00:00,,84,D,78,89,67,44,3,2,3,2,2,2,2,1,1,2,3,2
294,2026-05-19T09:47:49.186339+00:00,,62,D,56,78,11,22,3,2,2,1,0,0,1,1,0,2,1,2
295,2026-05-19T09:52:28.246896+00:00,,40,D,67,78,56,44,3,2,2,2,1,2,1,2,1,2,2,2
296,2026-05-19T10:09:33.069827+00:00,,41,D,78,100,89,56,3,3,3,3,2,3,0,3,2,3,1,3
297,2026-05-19T10:15:29.073292+00:00,,56,D,89,100,100,78,3,3,3,3,3,3,3,3,1,3,2,3
298,2026-05-19T10:15:39.842679+00:00,,70,S,89,33,67,89,2,0,1,2,2,2,2,3,3,3,2,3
299,2026-05-19T10:15:43.108211+00:00,,74,D,44,89,67,56,2,3,3,2,2,2,1,1,3,2,1,1
300,2026-05-19T10:16:24.593181+00:00,,64,I,56,44,78,56,2,1,1,3,1,3,2,1,2,2,2,1
301,2026-05-19T10:17:50.583587+00:00,,66,D,44,56,56,44,2,2,1,2,1,2,0,2,2,2,1,1
302,2026-05-19T10:19:32.955941+00:00,,96,S,100,22,78,100,1,0,1,3,1,3,3,3,3,3,3,3
303,2026-05-19T10:58:29.161349+00:00,,14,I,67,33,89,44,1,2,0,3,3,2,2,0,2,1,3,2
304,2026-05-19T11:05:27.461371+00:00,,86,S,22,22,0,89,0,0,2,0,0,0,3,2,3,1,0,1
305,2026-05-19T11:13:12.300074+00:00,en,66,S,78,44,67,89,1,1,2,1,3,2,3,3,2,3,1,3
306,2026-05-19T11:18:55.555598+00:00,,65,D,56,56,44,33,2,1,2,1,2,1,0,2,1,2,1,2
307,2026-05-19T11:52:36.158429+00:00,,43,I,78,78,100,89,3,2,2,3,3,3,3,3,2,2,3,2
308,2026-05-19T12:30:29.532207+00:00,,78,I,44,56,89,67,2,1,2,3,2,3,1,3,2,1,1,2
309,2026-05-19T12:35:36.946031+00:00,,74,S,89,56,22,89,2,1,2,1,0,1,3,2,3,3,2,3
310,2026-05-19T12:35:50.699658+00:00,,37,I,78,67,78,78,2,2,2,3,2,2,2,2,3,2,3,2
311,2026-05-19T12:39:24.782764+00:00,,45,C,89,56,78,67,2,1,2,3,2,2,2,2,2,3,3,2
312,2026-05-19T12:39:29.379574+00:00,,42,S,67,56,22,78,2,2,1,1,0,1,2,3,2,2,2,2
313,2026-05-19T12:39:43.502902+00:00,,65,C,89,78,67,33,2,3,2,2,2,2,1,1,1,3,3,2
314,2026-05-19T12:41:47.361683+00:00,,9,I,56,33,56,44,1,2,0,2,1,2,1,2,1,2,1,2
315,2026-05-19T12:46:45.357517+00:00,,67,D,56,56,33,44,2,2,1,1,1,1,1,2,1,1,2,2
316,2026-05-19T12:52:57.880993+00:00,,44,C,89,78,56,56,2,2,3,1,2,2,3,1,1,2,3,3
317,2026-05-19T12:55:43.709839+00:00,,45,S,78,67,78,89,2,2,2,3,2,2,3,3,2,3,2,2
318,2026-05-19T12:56:02.850803+00:00,,55,D,44,89,0,56,2,3,3,0,0,0,2,1,2,1,1,2
319,2026-05-19T13:02:46.365358+00:00,,114,S,89,44,33,89,2,1,1,2,0,1,2,3,3,3,3,2
320,2026-05-19T13:05:07.670396+00:00,,1414,C,78,67,22,33,2,2,2,1,0,1,1,2,0,3,2,2
321,2026-05-19T13:06:23.945339+00:00,,74,C,78,44,44,44,2,0,2,1,1,2,2,1,1,2,3,2
322,2026-05-19T13:10:53.271092+00:00,,361,S,67,33,0,78,2,0,1,0,0,0,2,2,3,2,2,2
323,2026-05-19T13:12:20.562401+00:00,,78,S,78,56,22,89,2,1,2,1,0,1,3,2,3,3,2,2
324,2026-05-19T13:14:07.41035+00:00,,75,D,56,100,100,44,3,3,3,3,3,3,0,2,2,2,1,2
325,2026-05-19T13:14:40.9053+00:00,,95,C,100,44,78,78,2,2,0,2,2,3,2,2,3,3,3,3
326,2026-05-19T13:28:53.658255+00:00,,70,C,89,56,33,78,2,1,2,1,1,1,2,3,2,2,3,3
327,2026-05-19T13:36:42.397479+00:00,en,4,I,44,56,78,56,2,1,2,3,3,1,2,1,2,0,1,3
328,2026-05-19T13:41:36.08502+00:00,,95,D,67,67,11,67,2,2,2,1,0,0,2,2,2,2,2,2
329,2026-05-19T13:54:47.873169+00:00,,49,D,67,100,89,67,3,3,3,3,2,3,0,3,3,3,1,2
330,2026-05-19T14:05:11.409934+00:00,,76,D,78,100,11,67,3,3,3,1,0,0,3,2,1,3,2,2
331,2026-05-19T14:18:01.229988+00:00,,46,S,89,33,44,89,1,0,2,1,2,1,2,3,3,3,2,3
332,2026-05-19T14:47:03.087694+00:00,,48,S,89,33,11,100,2,0,1,0,0,1,3,3,3,3,2,3
333,2026-05-19T15:26:26.845894+00:00,,72,S,78,22,67,89,1,0,1,2,2,2,3,3,2,2,2,3
334,2026-05-19T16:36:03.764902+00:00,,78,C,89,22,67,78,1,0,1,1,2,3,3,1,3,3,2,3
335,2026-05-19T18:17:06.925+00:00,,,D,100,100,33,44,3,3,3,1,1,1,0,2,2,3,3,3
336,2026-05-19T23:30:21.531169+00:00,,58,I,78,33,78,78,1,0,2,3,1,3,2,3,2,2,3,2
337,2026-05-20T01:02:51.639617+00:00,,72,I,56,44,78,44,0,2,2,2,2,3,1,1,2,3,0,2
338,2026-05-20T01:56:59.536505+00:00,,67,S,56,22,44,89,1,0,1,3,0,1,3,2,3,3,0,2
339,2026-05-20T10:58:02.379889+00:00,,65,I,44,44,56,33,2,0,2,2,2,1,1,1,1,1,1,2
340,2026-05-20T20:29:21.935986+00:00,,84,C,67,33,11,44,1,0,2,0,1,0,1,2,1,2,2,2
341,2026-05-20T21:44:27.818751+00:00,,10,D,56,89,67,67,3,2,3,2,2,2,2,2,2,2,1,2
342,2026-05-21T00:11:33.992765+00:00,,179,I,67,56,67,33,2,1,2,2,1,3,0,1,2,2,2,2
343,2026-05-21T03:18:14.932+00:00,,,S,100,67,89,100,3,1,2,3,2,3,3,3,3,3,3,3
344,2026-05-22T01:34:22.718588+00:00,,45,C,100,67,56,67,2,1,3,2,1,2,1,2,3,3,3,3
345,2026-05-22T02:29:09.09049+00:00,,38,D,56,67,67,67,2,1,3,2,2,2,1,2,3,2,3,0
346,2026-05-22T17:05:00.946+00:00,,,D,44,100,89,44,3,3,3,3,2,3,1,3,0,0,1,3
347,2026-05-22T17:56:21.525484+00:00,,213,D,44,67,56,33,3,1,2,2,2,1,0,2,1,1,1,2
348,2026-05-22T18:06:33.895+00:00,en,97,C,67,44,56,56,2,1,1,2,1,2,1,2,2,2,2,2
349,2026-05-22T20:31:40.528321+00:00,,100,S,44,33,67,78,1,1,1,2,2,2,2,3,2,2,1,1
350,2026-05-23T02:40:06.113455+00:00,,66,I,78,56,89,89,2,1,2,3,2,3,3,2,3,3,2,2
351,2026-05-23T20:17:35.062994+00:00,,51,C,100,67,67,67,3,1,2,2,1,3,2,3,1,3,3,3
352,2026-05-24T10:37:07.507+00:00,,,C,100,89,89,78,3,2,3,3,2,3,2,3,2,3,3,3
353,2026-05-25T18:59:29.126+00:00,,,C,89,33,11,56,2,0,1,1,0,0,1,3,1,3,3,2
354,2026-05-25T19:17:26.780484+00:00,,139,C,78,33,11,56,2,0,1,1,0,0,1,3,1,2,3,2
355,2026-05-26T00:00:44.247818+00:00,en,43,I,67,56,100,67,3,0,2,3,3,3,2,1,3,2,2,2
356,2026-05-26T09:57:44.894659+00:00,en,258,C,89,44,56,78,2,0,2,0,3,2,2,3,2,3,2,3
357,2026-05-26T12:08:22.876+00:00,,,C,89,67,67,67,3,1,2,2,2,2,2,2,2,3,2,3
358,2026-05-26T14:50:26.694876+00:00,,49,S,78,33,44,78,2,0,1,2,0,2,3,1,3,2,3,2
359,2026-05-26T17:49:57.775352+00:00,en,83,D,44,56,56,22,2,1,2,1,2,2,1,1,0,2,1,1
360,2026-05-26T20:14:56.508364+00:00,en,38,C,78,67,22,67,2,2,2,1,0,1,1,2,3,2,3,2
361,2026-05-26T22:58:24.964087+00:00,en,57,C,89,78,78,22,2,2,3,2,3,2,0,2,0,3,2,3
362,2026-05-27T00:41:40.2892+00:00,en,87,S,78,67,56,78,2,2,2,2,2,1,3,2,2,2,3,2
363,2026-05-27T00:50:35.317994+00:00,en,83,I,22,56,67,67,2,3,0,1,2,3,0,3,3,0,2,0
364,2026-05-27T00:53:58.871351+00:00,en,70,C,89,56,22,56,2,1,2,1,1,0,2,2,1,3,2,3
365,2026-05-27T03:07:25.158462+00:00,en,63,S,33,33,22,67,1,1,1,0,1,1,2,2,2,1,1,1
366,2026-05-27T04:05:11.993274+00:00,en,139,S,44,33,56,78,2,0,1,2,1,2,2,3,2,1,1,2
367,2026-05-27T08:52:39.157283+00:00,en,67,I,67,67,78,56,3,1,2,3,2,2,1,3,1,3,1,2
368,2026-05-27T09:11:11.457374+00:00,en,86,S,56,44,56,78,2,0,2,2,1,2,2,2,3,2,2,1
369,2026-05-27T11:55:29.375365+00:00,en,108,C,67,33,44,44,1,1,1,2,1,1,0,3,1,2,2,2
370,2026-05-27T13:21:57.48603+00:00,en,34,D,22,100,100,44,3,3,3,3,3,3,1,2,1,1,0,1
371,2026-05-27T15:19:43.924476+00:00,en,59,C,67,44,33,44,1,0,3,1,0,2,0,3,1,2,1,3
372,2026-05-27T15:30:48.871291+00:00,en,109,C,89,56,56,33,2,2,1,3,2,0,0,2,1,3,3,2
373,2026-05-27T15:41:49.373407+00:00,en,71,I,89,67,89,89,3,1,2,3,2,3,3,3,2,3,2,3
374,2026-05-27T15:55:36.594882+00:00,en,64,S,67,22,44,78,1,0,1,2,1,1,1,3,3,2,2,2
375,2026-05-27T17:52:21.371711+00:00,en,46,C,100,67,44,67,3,1,2,1,1,2,1,2,3,3,3,3
376,2026-05-27T18:19:11.540272+00:00,,44,D,78,78,67,78,2,2,3,2,2,2,3,2,2,2,3,2
377,2026-05-27T18:56:59.937941+00:00,en,167,D,67,78,67,78,3,2,2,2,2,2,2,2,3,2,2,2
378,2026-05-28T03:43:21.336451+00:00,en,84,I,11,89,100,11,2,3,3,3,3,3,0,0,1,1,0,0
379,2026-05-28T04:25:53.076319+00:00,en,88,D,22,67,44,33,3,1,2,2,1,1,1,2,0,0,1,1
380,2026-05-28T07:47:22.971686+00:00,,663,S,56,11,0,89,0,1,0,0,0,0,3,3,2,0,3,2
381,2026-05-28T09:59:58.029152+00:00,en,57,D,44,56,56,56,2,1,2,2,1,2,2,2,1,1,2,1
382,2026-05-28T11:27:31.373955+00:00,en,103,D,89,89,78,56,2,3,3,3,2,2,0,2,3,3,2,3
383,2026-05-28T13:32:49.436929+00:00,,44,C,78,67,67,67,2,1,3,2,1,3,2,1,3,2,3,2
384,2026-05-28T14:15:11.243677+00:00,en,165,S,67,67,11,89,3,1,2,0,0,1,3,2,3,3,1,2
385,2026-05-28T14:24:46.965+00:00,,,D,67,100,89,67,3,3,3,3,3,2,3,2,1,2,2,2
386,2026-05-28T15:25:33.528507+00:00,en,58,I,89,78,89,78,3,1,3,3,2,3,2,3,2,3,3,2
387,2026-05-28T16:45:52.167566+00:00,,5,S,67,67,33,78,0,3,3,1,1,1,3,1,3,1,3,2
388,2026-05-28T19:40:23.845622+00:00,en,38,C,100,67,22,56,3,1,2,2,0,0,3,1,1,3,3,3
389,2026-05-28T20:43:36.731823+00:00,en,534,S,44,0,0,67,0,0,0,0,0,0,0,3,3,2,1,1
390,2026-05-28T21:51:54.570586+00:00,,39,C,100,67,56,67,3,1,2,1,1,3,1,2,3,3,3,3
391,2026-05-28T22:00:18.799731+00:00,,66,S,56,44,67,89,2,1,1,2,2,2,3,2,3,2,2,1
392,2026-05-28T22:44:29.265668+00:00,en,113,I,67,78,89,33,3,2,2,3,2,3,0,3,0,3,0,3
393,2026-05-29T01:56:04.222263+00:00,en,114,D,44,56,56,44,1,2,2,2,2,1,0,2,2,0,2,2
394,2026-05-29T02:52:38.421568+00:00,en,170,C,78,33,67,67,1,1,1,2,2,2,1,3,2,2,2,3
395,2026-05-29T09:10:19.230285+00:00,en,113,I,100,44,100,67,3,0,1,3,3,3,3,3,0,3,3,3
396,2026-05-29T12:33:58.347193+00:00,,64,C,89,67,33,67,2,1,3,1,1,1,1,3,2,3,2,3
397,2026-05-29T13:32:47.934233+00:00,en,61,D,33,56,22,56,2,1,2,0,1,1,2,2,1,1,1,1
398,2026-05-29T13:33:11.933315+00:00,en,86,C,78,56,33,56,2,1,2,0,1,2,1,3,1,3,1,3
399,2026-05-29T14:08:57.316502+00:00,en,66,I,22,44,89,44,2,1,1,2,3,3,2,0,2,1,0,1
400,2026-05-29T14:16:32.02363+00:00,en,54,C,67,33,33,56,1,0,2,1,2,0,1,2,2,2,2,2
401,2026-05-29T14:25:41.912+00:00,,,D,78,78,78,67,3,1,3,2,2,3,2,3,1,3,2,2
402,2026-05-29T15:16:32.375539+00:00,en,236,C,100,67,56,33,3,2,1,2,1,2,0,2,1,3,3,3
403,2026-05-29T15:31:23.329+00:00,,,S,89,78,56,100,2,2,3,1,2,2,3,3,3,3,2,3
404,2026-05-29T17:02:25.331906+00:00,en,38,D,33,100,67,44,3,3,3,2,2,2,1,2,1,1,0,2
405,2026-05-29T18:06:34.722+00:00,en,97,C,67,44,56,56,2,1,1,2,1,2,1,2,2,2,2,2
406,2026-05-29T19:54:33.740441+00:00,en,84,D,33,89,33,44,2,3,3,1,0,2,1,1,2,1,0,2
407,2026-05-29T19:59:44.963242+00:00,en,54,D,78,89,67,33,3,2,3,2,2,2,1,2,0,3,2,2
408,2026-05-29T20:05:34.195484+00:00,en,64,S,89,67,67,89,2,1,3,2,2,2,3,3,2,3,2,3
409,2026-05-29T22:19:08.355216+00:00,,61,C,100,89,44,67,2,3,3,2,1,1,2,2,2,3,3,3
410,2026-05-30T03:09:10.079773+00:00,,75,I,56,44,89,67,1,1,2,3,2,3,1,2,3,1,2,2
411,2026-05-30T18:29:25.568879+00:00,en,111,C,78,33,44,56,1,1,1,1,2,1,2,2,1,3,2,2
412,2026-05-30T20:24:13.445113+00:00,en,123,D,78,89,33,78,2,3,3,2,0,1,2,3,2,3,1,3
413,2026-05-30T23:17:04.963441+00:00,en,61,D,56,78,44,33,2,3,2,1,2,1,0,1,2,3,1,1
414,2026-05-31T00:02:33.687572+00:00,,49,C,56,33,22,11,1,2,0,0,0,2,0,1,0,3,1,1
415,2026-05-31T01:53:09.29169+00:00,en,98,D,56,56,22,56,2,1,2,0,1,1,1,2,2,2,1,2
416,2026-05-31T13:51:41.703266+00:00,en,10,I,33,22,33,33,0,1,1,1,1,1,1,1,1,1,1,1
417,2026-05-31T17:49:01.109389+00:00,en,96,C,100,67,11,44,3,3,0,1,0,0,0,3,1,3,3,3
418,2026-06-01T00:23:04.243675+00:00,en,155,C,67,22,33,44,1,0,1,1,1,1,2,2,0,2,2,2
419,2026-06-01T00:38:29.111+00:00,,,I,56,56,67,56,3,1,1,3,1,2,1,2,2,3,0,2
420,2026-06-01T01:34:11.120351+00:00,en,74,D,67,67,11,56,2,2,2,1,0,0,0,2,3,3,1,2
421,2026-06-01T06:05:50.243132+00:00,en,48,C,89,67,0,56,2,1,3,0,0,0,2,1,2,3,2,3
422,2026-06-01T06:40:33.79963+00:00,en,53,D,22,89,67,44,2,3,3,1,2,3,2,1,1,1,1,0
423,2026-06-01T10:26:58.062+00:00,,,S,67,33,33,67,2,0,1,1,1,1,2,2,2,2,2,2
424,2026-06-01T11:58:29.143431+00:00,en,41,C,67,56,33,56,3,1,1,2,0,1,3,1,1,2,1,3
425,2026-06-01T13:30:15.679009+00:00,en,58,I,33,67,89,44,1,2,3,2,3,3,1,1,2,1,0,2
426,2026-06-01T13:39:14.156+00:00,,,C,100,44,67,89,2,0,2,0,3,3,2,3,3,3,3,3
427,2026-06-01T13:53:21.351958+00:00,en,72,C,100,67,44,89,3,2,1,1,1,2,3,3,2,3,3,3
428,2026-06-01T14:07:58.992698+00:00,,98,D,78,89,89,44,3,3,2,3,2,3,0,3,1,3,2,2
429,2026-06-01T14:08:00.81675+00:00,,60,C,89,44,44,56,2,0,2,2,1,1,2,1,2,2,3,3
430,2026-06-01T14:58:08.176446+00:00,en,161,I,67,33,67,67,2,1,0,2,2,2,2,2,2,2,2,2
431,2026-06-01T15:23:53.674724+00:00,en,88,S,44,78,67,89,3,1,3,2,1,3,3,3,2,1,3,0
432,2026-06-01T15:39:34.280472+00:00,en,45,D,67,78,56,22,2,2,3,2,2,1,1,0,1,3,1,2
433,2026-06-01T15:53:53.461413+00:00,en,95,I,78,56,78,67,2,2,1,3,2,2,1,2,3,3,2,2
434,2026-06-01T16:20:31.97118+00:00,en,91,D,56,78,78,67,2,2,3,2,2,3,1,3,2,2,1,2
435,2026-06-01T16:30:44.633929+00:00,en,114,D,56,67,56,56,2,2,2,3,0,2,2,1,2,1,2,2
436,2026-06-01T16:34:20.478917+00:00,en,71,I,33,67,78,33,2,3,1,3,1,3,0,1,2,2,0,1
437,2026-06-01T16:42:31.088573+00:00,en,79,D,33,67,56,44,2,2,2,2,1,2,1,1,2,1,1,1
438,2026-06-01T17:18:42.536743+00:00,en,45,I,67,78,89,89,3,1,3,3,2,3,2,3,3,3,1,2
439,2026-06-01T18:39:02.583495+00:00,en,271,S,67,78,89,100,3,1,3,2,3,3,3,3,3,3,1,2
440,2026-06-01T18:56:39.277318+00:00,en,69,I,44,89,100,56,2,3,3,3,3,3,1,2,2,2,1,1
441,2026-06-01T19:02:29.747429+00:00,en,44,C,78,33,22,56,1,0,2,1,1,0,2,1,2,2,2,3
442,2026-06-01T19:03:40.175984+00:00,en,53,S,100,11,11,100,1,0,0,0,0,1,3,3,3,3,3,3
443,2026-06-01T22:23:23.963789+00:00,en,62,S,56,56,56,78,2,2,1,2,1,2,3,2,2,2,1,2
444,2026-06-02T00:26:30.792793+00:00,en,180,C,78,56,44,22,2,2,1,2,2,0,0,1,1,3,2,2
445,2026-06-02T02:47:27.880579+00:00,en,125,D,44,89,33,67,2,3,3,2,1,0,0,3,3,0,2,2
446,2026-06-02T03:03:45.795985+00:00,en,102,I,33,44,67,67,1,1,2,3,2,1,3,2,1,1,1,1
447,2026-06-02T03:39:49.596521+00:00,en,41,C,78,33,11,67,2,0,1,1,0,0,3,3,0,3,2,2
448,2026-06-02T04:03:45.490223+00:00,en,77,D,44,44,33,44,1,1,2,1,1,1,2,1,1,2,1,1
